테이블명,컬럼명,한글명,설명,데이터타입,컬럼타입,NULL허용,키워드,카테고리,중요도,search_text
nhis_health_checkup_preview,res_osteoporosis,res_osteoporosis,res_osteoporosis 컬럼,varchar,varchar(255),예,"osteoporosis, res, res_osteoporosis",📋 일반,보통,"nhis_health_checkup_preview res_osteoporosis res_osteoporosis res_osteoporosis 컬럼 osteoporosis, res, res_osteoporosis"
nhis_health_checkup_preview,res_judgement,res_judgement,res_judgement 컬럼,varchar,varchar(255),예,"res, judgement, res_judgement",📋 일반,보통,"nhis_health_checkup_preview res_judgement res_judgement res_judgement 컬럼 res, judgement, res_judgement"
nhis_health_checkup_preview,deleted,삭제 여부,"삭제 여부 플래그 (FALSE: 유효한 데이터, TRUE: 삭제된 데이터) - 쿼리 시 항상 deleted=FALSE 조건 필요",bit,bit(1),아니오,deleted,⚙️ 시스템,낮음,"nhis_health_checkup_preview deleted 삭제 여부 삭제 여부 플래그 (false: 유효한 데이터, true: 삭제된 데이터) - 쿼리 시 항상 deleted=false 조건 필요 deleted"
nhis_health_checkup_preview,created_at,생성일시,nhis_health_checkup_preview 생성 일시,datetime,datetime(6),아니오,"created, at, created_at",⚙️ 시스템,낮음,"nhis_health_checkup_preview created_at 생성일시 nhis_health_checkup_preview 생성 일시 created, at, created_at"
nhis_health_checkup_preview,created_by,생성자,nhis_health_checkup_preview 생성 일시,bigint,bigint(20),예,"created, created_by, by",⚙️ 시스템,낮음,"nhis_health_checkup_preview created_by 생성자 nhis_health_checkup_preview 생성 일시 created, created_by, by"
nhis_health_checkup_preview,modified_at,수정일시,nhis_health_checkup_preview 수정 일시,datetime,datetime(6),아니오,"at, modified_at, modified",⚙️ 시스템,낮음,"nhis_health_checkup_preview modified_at 수정일시 nhis_health_checkup_preview 수정 일시 at, modified_at, modified"
nhis_health_checkup_preview,modified_by,수정자,nhis_health_checkup_preview 수정 일시,bigint,bigint(20),예,"modified, by, modified_by",⚙️ 시스템,낮음,"nhis_health_checkup_preview modified_by 수정자 nhis_health_checkup_preview 수정 일시 modified, by, modified_by"
nhis_health_checkup_result,nhis_health_checkup_result_id,nhis_health_checkup_result_ID,nhis_health_checkup_result 테이블의 고유 식별자 (PRIMARY KEY),bigint,bigint(20) unsigned,아니오,"아이디, checkup, nhis_health_checkup_result_id, result, health, nhis, 식별자, id",🔑 식별자,높음,"nhis_health_checkup_result nhis_health_checkup_result_id nhis_health_checkup_result_id nhis_health_checkup_result 테이블의 고유 식별자 (primary key) 아이디, checkup, nhis_health_checkup_result_id, result, health, nhis, 식별자, id"
nhis_health_checkup_result,user_id,사용자 ID,환자 고유 식별자 (FOREIGN KEY),bigint,bigint(20) unsigned,아니오,"아이디, user_id, 식별자, id, user",🔑 식별자,높음,"nhis_health_checkup_result user_id 사용자 id 환자 고유 식별자 (foreign key) 아이디, user_id, 식별자, id, user"
nhis_health_checkup_result,res_checkup_target,res_checkup_target,res_checkup_target 컬럼,varchar,varchar(255),아니오,"res, checkup, res_checkup_target, target",📋 일반,보통,"nhis_health_checkup_result res_checkup_target res_checkup_target res_checkup_target 컬럼 res, checkup, res_checkup_target, target"
nhis_health_checkup_result,res_type,res_타입,res_타입 유형/타입,varchar,varchar(255),아니오,"res_type, type, 종류, res, 유형, 타입",📋 일반,보통,"nhis_health_checkup_result res_type res_타입 res_타입 유형/타입 res_type, type, 종류, res, 유형, 타입"
nhis_health_checkup_result,res_checkup_type,res_checkup_타입,res_checkup_타입 유형/타입,varchar,varchar(255),아니오,"type, res_checkup_type, 종류, res, checkup, 유형, 타입",📋 일반,보통,"nhis_health_checkup_result res_checkup_type res_checkup_타입 res_checkup_타입 유형/타입 type, res_checkup_type, 종류, res, checkup, 유형, 타입"
nhis_health_checkup_result,res_checkup_year,res_checkup_year,res_checkup_year 컬럼,varchar,varchar(255),아니오,"res, res_checkup_year, checkup, year",📋 일반,보통,"nhis_health_checkup_result res_checkup_year res_checkup_year res_checkup_year 컬럼 res, res_checkup_year, checkup, year"
nhis_health_checkup_result,res_checkup_date,res_checkup_날짜,nhis_health_checkup_result 관련 일시 정보,varchar,varchar(255),아니오,"res, checkup, 일자, 날짜, res_checkup_date, date",📅 날짜,보통,"nhis_health_checkup_result res_checkup_date res_checkup_날짜 nhis_health_checkup_result 관련 일시 정보 res, checkup, 일자, 날짜, res_checkup_date, date"
nhis_health_checkup_result,res_organization_name,res_organization_이름,"res_organization_이름 (CHAR 타입, YYYYMMDD 형식 - TO_DATE() 필요)",varchar,varchar(255),아니오,"명칭, res, 이름, organization, name, res_organization_name",📝 명칭,높음,"nhis_health_checkup_result res_organization_name res_organization_이름 res_organization_이름 (char 타입, yyyymmdd 형식 - to_date() 필요) 명칭, res, 이름, organization, name, res_organization_name"
nhis_health_checkup_result,res_opinion,res_opinion,res_opinion 컬럼,varchar,varchar(255),예,"res_opinion, res, opinion",📋 일반,보통,"nhis_health_checkup_result res_opinion res_opinion res_opinion 컬럼 res_opinion, res, opinion"
nhis_health_checkup_result,res_original_data,res_original_data,"res_original_data (CHAR 타입, YYYYMMDD 형식 - TO_DATE() 필요)",varchar,varchar(255),예,"res, original, data, res_original_data",📋 일반,보통,"nhis_health_checkup_result res_original_data res_original_data res_original_data (char 타입, yyyymmdd 형식 - to_date() 필요) res, original, data, res_original_data"
nhis_health_checkup_result,res_question_info,res_question_info,res_question_info 컬럼,varchar,varchar(255),예,"question, res, info, res_question_info",📋 일반,보통,"nhis_health_checkup_result res_question_info res_question_info res_question_info 컬럼 question, res, info, res_question_info"
nhis_health_checkup_result,deleted,삭제 여부,"삭제 여부 플래그 (FALSE: 유효한 데이터, TRUE: 삭제된 데이터) - 쿼리 시 항상 deleted=FALSE 조건 필요",bit,bit(1),아니오,deleted,⚙️ 시스템,낮음,"nhis_health_checkup_result deleted 삭제 여부 삭제 여부 플래그 (false: 유효한 데이터, true: 삭제된 데이터) - 쿼리 시 항상 deleted=false 조건 필요 deleted"
nhis_health_checkup_result,created_at,생성일시,nhis_health_checkup_result 생성 일시,datetime,datetime(6),아니오,"created, at, created_at",⚙️ 시스템,낮음,"nhis_health_checkup_result created_at 생성일시 nhis_health_checkup_result 생성 일시 created, at, created_at"
nhis_health_checkup_result,created_by,생성자,nhis_health_checkup_result 생성 일시,bigint,bigint(20),예,"created, created_by, by",⚙️ 시스템,낮음,"nhis_health_checkup_result created_by 생성자 nhis_health_checkup_result 생성 일시 created, created_by, by"
nhis_health_checkup_result,modified_at,수정일시,nhis_health_checkup_result 수정 일시,datetime,datetime(6),아니오,"at, modified_at, modified",⚙️ 시스템,낮음,"nhis_health_checkup_result modified_at 수정일시 nhis_health_checkup_result 수정 일시 at, modified_at, modified"
nhis_health_checkup_result,modified_by,수정자,nhis_health_checkup_result 수정 일시,bigint,bigint(20),예,"modified, by, modified_by",⚙️ 시스템,낮음,"nhis_health_checkup_result modified_by 수정자 nhis_health_checkup_result 수정 일시 modified, by, modified_by"
point,id,ID,ID 고유 식별자,bigint,bigint(20),아니오,"아이디, 식별자, id",🔑 식별자,높음,"point id id id 고유 식별자 아이디, 식별자, id"
point,user_id,사용자 ID,포인트 ID,bigint,bigint(20),아니오,"아이디, user_id, 식별자, id, user",🔑 식별자,높음,"point user_id 사용자 id 포인트 id 아이디, user_id, 식별자, id, user"
point,available_points,available_points,현재 포인트,int,int(8),아니오,"available_points, points, available",📋 일반,보통,"point available_points available_points 현재 포인트 available_points, points, available"
point,created_at,생성일시,생성 일시,datetime,datetime(6),아니오,"created, at, created_at",⚙️ 시스템,낮음,"point created_at 생성일시 생성 일시 created, at, created_at"
point,modified_at,수정일시,수정 일시,datetime,datetime(6),아니오,"at, modified_at, modified",⚙️ 시스템,낮음,"point modified_at 수정일시 수정 일시 at, modified_at, modified"
point,created_by,생성자,생성자,bigint,bigint(20),아니오,"created, created_by, by",⚙️ 시스템,낮음,"point created_by 생성자 생성자 created, created_by, by"
point,modified_by,수정자,수정자,bigint,bigint(20),아니오,"modified, by, modified_by",⚙️ 시스템,낮음,"point modified_by 수정자 수정자 modified, by, modified_by"
point,deleted,삭제 여부,삭제 여부,bit,bit(1),아니오,deleted,⚙️ 시스템,낮음,point deleted 삭제 여부 삭제 여부 deleted
point,terms_consent_date,terms_consent_날짜,약관동의일시,datetime,datetime,예,"consent, terms_consent_date, 일자, terms, 날짜, date",📅 날짜,보통,"point terms_consent_date terms_consent_날짜 약관동의일시 consent, terms_consent_date, 일자, terms, 날짜, date"
prescribed_drug,prescribed_drug_id,prescribed_drug_ID,prescribed_drug 테이블의 고유 식별자 (PRIMARY KEY),bigint,bigint(20),아니오,"아이디, drug, prescribed_drug_id, prescribed, 식별자, id",🔑 식별자,높음,"prescribed_drug prescribed_drug_id prescribed_drug_id prescribed_drug 테이블의 고유 식별자 (primary key) 아이디, drug, prescribed_drug_id, prescribed, 식별자, id"
prescribed_drug,user_id,사용자 ID,유저 아이디,bigint,bigint(20),아니오,"아이디, user_id, 식별자, id, user",🔑 식별자,높음,"prescribed_drug user_id 사용자 id 유저 아이디 아이디, user_id, 식별자, id, user"
prescribed_drug,res_treat_start_date,res_treat_start_날짜,prescribed_drug 시작 일시,char,char(8),예,"res_treat_start_date, res, start, 일자, 날짜, treat, date",📅 날짜,보통,"prescribed_drug res_treat_start_date res_treat_start_날짜 prescribed_drug 시작 일시 res_treat_start_date, res, start, 일자, 날짜, treat, date"
prescribed_drug,res_hospital_name,res_hospital_이름,res_hospital_이름 명칭,varchar,varchar(90),예,"hospital, 명칭, res, 이름, res_hospital_name, name",📝 명칭,높음,"prescribed_drug res_hospital_name res_hospital_이름 res_hospital_이름 명칭 hospital, 명칭, res, 이름, res_hospital_name, name"
prescribed_drug,res_treat_type,res_treat_타입,"res_treat_타입 (CHAR 타입, YYYYMMDD 형식 - TO_DATE() 필요)",varchar,varchar(30),예,"type, 종류, res, 유형, res_treat_type, 타입, treat",📋 일반,보통,"prescribed_drug res_treat_type res_treat_타입 res_treat_타입 (char 타입, yyyymmdd 형식 - to_date() 필요) type, 종류, res, 유형, res_treat_type, 타입, treat"
prescribed_drug,res_drug_name,res_drug_이름,약품명,varchar,varchar(500),아니오,"res_drug_name, 명칭, drug, res, 이름, name",📝 명칭,높음,"prescribed_drug res_drug_name res_drug_이름 약품명 res_drug_name, 명칭, drug, res, 이름, name"
prescribed_drug,res_ingredients,res_ingredients,성분명,varchar,varchar(500),아니오,"res, ingredients, res_ingredients",📋 일반,보통,"prescribed_drug res_ingredients res_ingredients 성분명 res, ingredients, res_ingredients"
prescribed_drug,res_one_dose,res_one_dose,1회 투약량,varchar,varchar(200),아니오,"res, dose, res_one_dose, one",📋 일반,보통,"prescribed_drug res_one_dose res_one_dose 1회 투약량 res, dose, res_one_dose, one"
prescribed_drug,res_daily_doses_number,res_daily_doses_번호,1회 투여횟수,varchar,varchar(200),아니오,"res_daily_doses_number, number, doses, res, daily",🔢 코드,보통,"prescribed_drug res_daily_doses_number res_daily_doses_번호 1회 투여횟수 res_daily_doses_number, number, doses, res, daily"
prescribed_drug,res_total_dosing_days,res_total_dosing_days,총 투약일수,varchar,varchar(200),아니오,"res, total, dosing, res_total_dosing_days, days",📋 일반,보통,"prescribed_drug res_total_dosing_days res_total_dosing_days 총 투약일수 res, total, dosing, res_total_dosing_days, days"
prescribed_drug,modified_by,수정자,수정한 사용자,bigint,bigint(20),예,"modified, by, modified_by",⚙️ 시스템,낮음,"prescribed_drug modified_by 수정자 수정한 사용자 modified, by, modified_by"
prescribed_drug,modified_at,수정일시,수정한 일자,datetime,datetime(6),예,"at, modified_at, modified",⚙️ 시스템,낮음,"prescribed_drug modified_at 수정일시 수정한 일자 at, modified_at, modified"
prescribed_drug,created_by,생성자,최초 생성 사용자,bigint,bigint(20),예,"created, created_by, by",⚙️ 시스템,낮음,"prescribed_drug created_by 생성자 최초 생성 사용자 created, created_by, by"
prescribed_drug,created_at,생성일시,최초 생성 일자,datetime,datetime(6),아니오,"created, at, created_at",⚙️ 시스템,낮음,"prescribed_drug created_at 생성일시 최초 생성 일자 created, at, created_at"
prescribed_drug,deleted,삭제 여부,"삭제 여부 플래그 (FALSE: 유효한 데이터, TRUE: 삭제된 데이터) - 쿼리 시 항상 deleted=FALSE 조건 필요",bit,bit(1),아니오,deleted,⚙️ 시스템,낮음,"prescribed_drug deleted 삭제 여부 삭제 여부 플래그 (false: 유효한 데이터, true: 삭제된 데이터) - 쿼리 시 항상 deleted=false 조건 필요 deleted"
proxy_basic_treatment,proxy_basic_treatment_id,proxy_basic_treatment_ID,proxy_basic_treatment 테이블의 고유 식별자 (PRIMARY KEY),bigint,bigint(20),아니오,"아이디, proxy, treatment, proxy_basic_treatment_id, 식별자, basic, id",🔑 식별자,높음,"proxy_basic_treatment proxy_basic_treatment_id proxy_basic_treatment_id proxy_basic_treatment 테이블의 고유 식별자 (primary key) 아이디, proxy, treatment, proxy_basic_treatment_id, 식별자, basic, id"
proxy_basic_treatment,created_at,생성일시,proxy_basic_treatment 생성 일시,datetime,datetime(6),예,"created, at, created_at",⚙️ 시스템,낮음,"proxy_basic_treatment created_at 생성일시 proxy_basic_treatment 생성 일시 created, at, created_at"
proxy_basic_treatment,impossible_proxy_basic_treatment_reason,impossible_proxy_basic_treatment_reason,"impossible_proxy_basic_treatment_reason (CHAR 타입, YYYYMMDD 형식 - TO_DATE() 필요)",varchar,varchar(255),예,"impossible, proxy, reason, impossible_proxy_basic_treatment_reason, treatment, basic",📋 일반,보통,"proxy_basic_treatment impossible_proxy_basic_treatment_reason impossible_proxy_basic_treatment_reason impossible_proxy_basic_treatment_reason (char 타입, yyyymmdd 형식 - to_date() 필요) impossible, proxy, reason, impossible_proxy_basic_treatment_reason, treatment, basic"
proxy_basic_treatment,is_proxy_possible,is_proxy_possible,is_proxy_possible 컬럼,bit,bit(1),아니오,"proxy, possible, is_proxy_possible, is",📋 일반,보통,"proxy_basic_treatment is_proxy_possible is_proxy_possible is_proxy_possible 컬럼 proxy, possible, is_proxy_possible, is"
proxy_basic_treatment,modified_at,수정일시,proxy_basic_treatment 수정 일시,datetime,datetime(6),예,"at, modified_at, modified",⚙️ 시스템,낮음,"proxy_basic_treatment modified_at 수정일시 proxy_basic_treatment 수정 일시 at, modified_at, modified"
proxy_basic_treatment,basic_treatment_id,basic_treatment_ID,basic_treatment_ID 고유 식별자,bigint,bigint(20),아니오,"basic_treatment_id, 아이디, treatment, 식별자, basic, id",🔑 식별자,높음,"proxy_basic_treatment basic_treatment_id basic_treatment_id basic_treatment_id 고유 식별자 basic_treatment_id, 아이디, treatment, 식별자, basic, id"
proxy_basic_treatment,hidden_benefit_id,hIDden_benefit_ID,hIDden_benefit_ID 고유 식별자,bigint,bigint(20) unsigned,아니오,"아이디, hidden, benefit, 식별자, hidden_benefit_id, id",🔑 식별자,높음,"proxy_basic_treatment hidden_benefit_id hidden_benefit_id hidden_benefit_id 고유 식별자 아이디, hidden, benefit, 식별자, hidden_benefit_id, id"
proxy_hospital_disease,proxy_hospital_disease_id,proxy_hospital_disease_ID,proxy_hospital_disease 테이블의 고유 식별자 (PRIMARY KEY),bigint,bigint(20),아니오,"hospital, 아이디, proxy, proxy_hospital_disease_id, disease, 식별자, id",🔑 식별자,높음,"proxy_hospital_disease proxy_hospital_disease_id proxy_hospital_disease_id proxy_hospital_disease 테이블의 고유 식별자 (primary key) hospital, 아이디, proxy, proxy_hospital_disease_id, disease, 식별자, id"
proxy_hospital_disease,user_id,사용자 ID,유저 아이디,bigint,bigint(20),아니오,"아이디, user_id, 식별자, id, user",🔑 식별자,높음,"proxy_hospital_disease user_id 사용자 id 유저 아이디 아이디, user_id, 식별자, id, user"
proxy_hospital_disease,basic_treatment_id,basic_treatment_ID,심사평가원 진료데이터 id,bigint,bigint(20),아니오,"basic_treatment_id, 아이디, treatment, 식별자, basic, id",🔑 식별자,높음,"proxy_hospital_disease basic_treatment_id basic_treatment_id 심사평가원 진료데이터 id basic_treatment_id, 아이디, treatment, 식별자, basic, id"
proxy_hospital_disease,hospital_visit_work_id,hospital_visit_work_ID,병원 방문 id,bigint,bigint(20),아니오,"hospital, visit, 아이디, work, 식별자, hospital_visit_work_id, id",🔑 식별자,높음,"proxy_hospital_disease hospital_visit_work_id hospital_visit_work_id 병원 방문 id hospital, visit, 아이디, work, 식별자, hospital_visit_work_id, id"
proxy_hospital_disease,proxy_hospitals_management_id,proxy_hospitals_management_ID,대행 병원목록 id,bigint,bigint(20),아니오,"hospitals, 아이디, proxy_hospitals_management_id, proxy, management, 식별자, id",🔑 식별자,높음,"proxy_hospital_disease proxy_hospitals_management_id proxy_hospitals_management_id 대행 병원목록 id hospitals, 아이디, proxy_hospitals_management_id, proxy, management, 식별자, id"
proxy_hospital_disease,res_disease_code,res_disease_코드,주상병코드,varchar,varchar(200),아니오,"code, res, res_disease_code, disease, 번호, 코드",🔢 코드,보통,"proxy_hospital_disease res_disease_code res_disease_코드 주상병코드 code, res, res_disease_code, disease, 번호, 코드"
proxy_hospital_disease,modified_by,수정자,수정한 사용자,bigint,bigint(20),예,"modified, by, modified_by",⚙️ 시스템,낮음,"proxy_hospital_disease modified_by 수정자 수정한 사용자 modified, by, modified_by"
proxy_hospital_disease,modified_at,수정일시,수정한 일자,datetime,datetime(6),예,"at, modified_at, modified",⚙️ 시스템,낮음,"proxy_hospital_disease modified_at 수정일시 수정한 일자 at, modified_at, modified"
proxy_hospital_disease,created_by,생성자,최초 생성 사용자,bigint,bigint(20),예,"created, created_by, by",⚙️ 시스템,낮음,"proxy_hospital_disease created_by 생성자 최초 생성 사용자 created, created_by, by"
proxy_hospital_disease,created_at,생성일시,최초 생성 일자,datetime,datetime(6),아니오,"created, at, created_at",⚙️ 시스템,낮음,"proxy_hospital_disease created_at 생성일시 최초 생성 일자 created, at, created_at"
proxy_hospital_disease,deleted,삭제 여부,"삭제 여부 플래그 (FALSE: 유효한 데이터, TRUE: 삭제된 데이터) - 쿼리 시 항상 deleted=FALSE 조건 필요",bit,bit(1),아니오,deleted,⚙️ 시스템,낮음,"proxy_hospital_disease deleted 삭제 여부 삭제 여부 플래그 (false: 유효한 데이터, true: 삭제된 데이터) - 쿼리 시 항상 deleted=false 조건 필요 deleted"
proxy_hospitals_management,proxy_hospitals_management_id,proxy_hospitals_management_ID,proxy_hospitals_management 테이블의 고유 식별자 (PRIMARY KEY),bigint,bigint(20),아니오,"hospitals, 아이디, proxy_hospitals_management_id, proxy, management, 식별자, id",🔑 식별자,높음,"proxy_hospitals_management proxy_hospitals_management_id proxy_hospitals_management_id proxy_hospitals_management 테이블의 고유 식별자 (primary key) hospitals, 아이디, proxy_hospitals_management_id, proxy, management, 식별자, id"
proxy_hospitals_management,insurance_claim_proxy_id,insurance_claim_proxy_ID,insurance_claim_proxy_ID 고유 식별자,bigint,bigint(20),아니오,"아이디, insurance, proxy, claim, insurance_claim_proxy_id, 식별자, id",🔑 식별자,높음,"proxy_hospitals_management insurance_claim_proxy_id insurance_claim_proxy_id insurance_claim_proxy_id 고유 식별자 아이디, insurance, proxy, claim, insurance_claim_proxy_id, 식별자, id"
proxy_hospitals_management,user_id,사용자 ID,환자 고유 식별자 (FOREIGN KEY),bigint,bigint(20),아니오,"아이디, user_id, 식별자, id, user",🔑 식별자,높음,"proxy_hospitals_management user_id 사용자 id 환자 고유 식별자 (foreign key) 아이디, user_id, 식별자, id, user"
proxy_hospitals_management,user_name,user_이름,user_이름 명칭,varchar,varchar(32),아니오,"명칭, user_name, 이름, name, user",📝 명칭,높음,"proxy_hospitals_management user_name user_이름 user_이름 명칭 명칭, user_name, 이름, name, user"
proxy_hospitals_management,company_name,company_이름,company_이름 명칭,varchar,varchar(255),아니오,"명칭, company_name, 이름, company, name",📝 명칭,높음,"proxy_hospitals_management company_name company_이름 company_이름 명칭 명칭, company_name, 이름, company, name"
proxy_hospitals_management,company_identity_no,company_IDentity_no,company_IDentity_no,varchar,varchar(64),아니오,"아이디, no, company, company_identity_no, 식별자, identity",📋 일반,보통,"proxy_hospitals_management company_identity_no company_identity_no company_identity_no 아이디, no, company, company_identity_no, 식별자, identity"
proxy_hospitals_management,visit_date,visit_날짜,proxy_hospitals_management 관련 일시 정보,text,text,아니오,"visit, 일자, visit_date, 날짜, date",📅 날짜,보통,"proxy_hospitals_management visit_date visit_날짜 proxy_hospitals_management 관련 일시 정보 visit, 일자, visit_date, 날짜, date"
proxy_hospitals_management,is_address_fixed,is_주소_fixed,확정 여부,bit,bit(1),예,"address, fixed, is_address_fixed, is",📋 일반,보통,"proxy_hospitals_management is_address_fixed is_주소_fixed 확정 여부 address, fixed, is_address_fixed, is"
proxy_hospitals_management,is_assigned,is_assigned,배정 여부,bit,bit(1),예,"is, assigned, is_assigned",📋 일반,보통,"proxy_hospitals_management is_assigned is_assigned 배정 여부 is, assigned, is_assigned"
proxy_hospitals_management,address,주소,주소,longtext,longtext,예,address,📋 일반,보통,proxy_hospitals_management address 주소 주소 address
proxy_hospitals_management,progress_status,progress_상태,"progress_상태 (CHAR 타입, YYYYMMDD 형식 - TO_DATE() 필요)",varchar,varchar(32),아니오,"progress, 상황, status, progress_status, 상태",📊 상태,보통,"proxy_hospitals_management progress_status progress_상태 progress_상태 (char 타입, yyyymmdd 형식 - to_date() 필요) progress, 상황, status, progress_status, 상태"
proxy_hospitals_management,is_request_prescription,is_request_prescription,처방전요청여부,varchar,varchar(32),아니오,"is_request_prescription, prescription, request, is",📋 일반,보통,"proxy_hospitals_management is_request_prescription is_request_prescription 처방전요청여부 is_request_prescription, prescription, request, is"
proxy_hospitals_management,is_request_breakdown,is_request_breakdown,세부내역서요청여부,varchar,varchar(32),아니오,"is_request_breakdown, request, breakdown, is",📋 일반,보통,"proxy_hospitals_management is_request_breakdown is_request_breakdown 세부내역서요청여부 is_request_breakdown, request, breakdown, is"
proxy_hospitals_management,is_request_receipt,is_request_receipt,영수증요청여부,varchar,varchar(32),아니오,"is, request, receipt, is_request_receipt",📋 일반,보통,"proxy_hospitals_management is_request_receipt is_request_receipt 영수증요청여부 is, request, receipt, is_request_receipt"
proxy_hospitals_management,is_request_other_documents,is_request_other_documents,is_request_other_documents 컬럼,longtext,longtext,예,"documents, is, is_request_other_documents, other, request",📋 일반,보통,"proxy_hospitals_management is_request_other_documents is_request_other_documents is_request_other_documents 컬럼 documents, is, is_request_other_documents, other, request"
proxy_hospitals_management,hospital_visit_reason,hospital_visit_reason,내원 사유,longtext,longtext,예,"hospital, visit, hospital_visit_reason, reason",📋 일반,보통,"proxy_hospitals_management hospital_visit_reason hospital_visit_reason 내원 사유 hospital, visit, hospital_visit_reason, reason"
proxy_hospitals_management,deleted,삭제 여부,"삭제 여부 플래그 (FALSE: 유효한 데이터, TRUE: 삭제된 데이터) - 쿼리 시 항상 deleted=FALSE 조건 필요",bit,bit(1),아니오,deleted,⚙️ 시스템,낮음,"proxy_hospitals_management deleted 삭제 여부 삭제 여부 플래그 (false: 유효한 데이터, true: 삭제된 데이터) - 쿼리 시 항상 deleted=false 조건 필요 deleted"
proxy_hospitals_management,created_at,생성일시,proxy_hospitals_management 생성 일시,datetime,datetime(6),아니오,"created, at, created_at",⚙️ 시스템,낮음,"proxy_hospitals_management created_at 생성일시 proxy_hospitals_management 생성 일시 created, at, created_at"
proxy_hospitals_management,created_by,생성자,proxy_hospitals_management 생성 일시,bigint,bigint(20),예,"created, created_by, by",⚙️ 시스템,낮음,"proxy_hospitals_management created_by 생성자 proxy_hospitals_management 생성 일시 created, created_by, by"
proxy_hospitals_management,modified_at,수정일시,proxy_hospitals_management 수정 일시,datetime,datetime(6),아니오,"at, modified_at, modified",⚙️ 시스템,낮음,"proxy_hospitals_management modified_at 수정일시 proxy_hospitals_management 수정 일시 at, modified_at, modified"
proxy_hospitals_management,modified_by,수정자,proxy_hospitals_management 수정 일시,bigint,bigint(20),예,"modified, by, modified_by",⚙️ 시스템,낮음,"proxy_hospitals_management modified_by 수정자 proxy_hospitals_management 수정 일시 modified, by, modified_by"
proxy_hospitals_management,request_essential_documents,request_essential_documents,필수 서류,varchar,varchar(64),예,"essential, documents, request_essential_documents, request",📋 일반,보통,"proxy_hospitals_management request_essential_documents request_essential_documents 필수 서류 essential, documents, request_essential_documents, request"
proxy_hospitals_management,chart_details_documents,chart_details_documents,차트 상세,longtext,longtext,예,"documents, chart, chart_details_documents, details",📋 일반,보통,"proxy_hospitals_management chart_details_documents chart_details_documents 차트 상세 documents, chart, chart_details_documents, details"
proxy_hospitals_management,proxy_claim_type,proxy_claim_타입,"청구 여부(청구함, 안함, 청구포기)",varchar,varchar(20),예,"type, proxy, claim, 종류, proxy_claim_type, 유형, 타입",📋 일반,보통,"proxy_hospitals_management proxy_claim_type proxy_claim_타입 청구 여부(청구함, 안함, 청구포기) type, proxy, claim, 종류, proxy_claim_type, 유형, 타입"
proxy_hospitals_management,is_hospitalize,is_hospitalize,내원 타입(입원),bit,bit(1),예,"hospitalize, is_hospitalize, is",📋 일반,보통,"proxy_hospitals_management is_hospitalize is_hospitalize 내원 타입(입원) hospitalize, is_hospitalize, is"
proxy_hospitals_management,is_outpatient,is_outpatient,내원 타입(통원),bit,bit(1),예,"is_outpatient, outpatient, is",📋 일반,보통,"proxy_hospitals_management is_outpatient is_outpatient 내원 타입(통원) is_outpatient, outpatient, is"
proxy_hospitals_management,is_emergency,is_emergency,내원 타입(응급실),bit,bit(1),예,"is, emergency, is_emergency",📋 일반,보통,"proxy_hospitals_management is_emergency is_emergency 내원 타입(응급실) is, emergency, is_emergency"
proxy_hospitals_management,region_info,region_info,지역정보,varchar,varchar(15),아니오,"region_info, info, region",📋 일반,보통,"proxy_hospitals_management region_info region_info 지역정보 region_info, info, region"
proxy_hospitals_management,fixed_visit_date,fixed_visit_날짜,proxy_hospitals_management 관련 일시 정보,varchar,varchar(1000),예,"fixed, visit, 일자, 날짜, fixed_visit_date, date",📅 날짜,보통,"proxy_hospitals_management fixed_visit_date fixed_visit_날짜 proxy_hospitals_management 관련 일시 정보 fixed, visit, 일자, 날짜, fixed_visit_date, date"
proxy_hospitals_management,diagnostic_code,diagnostic_코드,proxy_hospitals_management의 코드 값,varchar,varchar(255),예,"code, diagnostic_code, 번호, 코드, diagnostic",🔢 코드,보통,"proxy_hospitals_management diagnostic_code diagnostic_코드 proxy_hospitals_management의 코드 값 code, diagnostic_code, 번호, 코드, diagnostic"
proxy_hospitals_management,need_additional_document_info,need_additional_document_info,추가서류 필요시 요청 사항 작성,varchar,varchar(2000),예,"info, need_additional_document_info, document, need, additional",📋 일반,보통,"proxy_hospitals_management need_additional_document_info need_additional_document_info 추가서류 필요시 요청 사항 작성 info, need_additional_document_info, document, need, additional"
proxy_hospitals_management,is_maximum_payment,is_maximum_payment,is_maximum_payment 컬럼,bit,bit(1),아니오,"is, maximum, payment, is_maximum_payment",📋 일반,보통,"proxy_hospitals_management is_maximum_payment is_maximum_payment is_maximum_payment 컬럼 is, maximum, payment, is_maximum_payment"
proxy_hospitals_management,reason_for_visit_category_id,reason_for_visit_category_ID,reason_for_visit_category_ID 고유 식별자,bigint,bigint(20),예,"visit, 아이디, reason, for, reason_for_visit_category_id, 식별자, category, id",🔑 식별자,높음,"proxy_hospitals_management reason_for_visit_category_id reason_for_visit_category_id reason_for_visit_category_id 고유 식별자 visit, 아이디, reason, for, reason_for_visit_category_id, 식별자, category, id"
proxy_hospitals_management,is_blackhospital,is_blackhospital,is_blackhospital 컬럼,bit,bit(1),아니오,"blackhospital, is_blackhospital, is",📋 일반,보통,"proxy_hospitals_management is_blackhospital is_blackhospital is_blackhospital 컬럼 blackhospital, is_blackhospital, is"
