1category,code,disease_names,patient_count,occurrence_count
unique_disease_codes,BS6359,"[""(한방)손목의 상세불명 부분의 염좌 및 긴장""]",13375,41377
unique_disease_codes,AJ3849,"[""(양방)상세불명의 후두부종"",""""]",13153,33607
unique_disease_codes,AE079,"[""(양방)상세불명의 갑상선의 장애""]",13135,24040
unique_disease_codes,AM519,"[""(양방)상세불명의 추간판장애""]",13105,52379
unique_disease_codes,AH113,"[""(양방)결막출혈""]",13062,22481
unique_disease_codes,AR1019,"[""(양방)상세불명의 상복부통증""]",12998,23495
unique_disease_codes,AM770,"[""(양방)내측상과염""]",12908,67202
unique_disease_codes,AS3351,"["""",""(양방)요천추[관절][인대]의 염좌 및 긴장""]",12900,40463
unique_disease_codes,AD126,"["""",""(양방)상세불명의 결장의 양성 신생물""]",12892,24987
unique_disease_codes,AZ3400,"[""(양방)정상최초임신의 관리, 임신 22주 미만"",""(양방)정상최초임신의 관리 임신 22주 미만"",""""]",12872,49046
unique_disease_codes,AK293,"[""(양방)만성 표재성 위염"",""""]",12867,24922
unique_disease_codes,AL0281,"[""(양방)기타 부위의 종기""]",12830,36830
unique_disease_codes,AM1097,"[""(양방)상세불명의 통풍 발목 및 발"",""(양방)상세불명의 통풍, 발목 및 발""]",12829,78349
unique_disease_codes,AS6350,"[""(양방)수근(관절)의 염좌 및 긴장""]",12807,30815
unique_disease_codes,AM6534,"[""(양방)방아쇠손가락 손"",""(양방)방아쇠손가락, 손""]",12645,49487
unique_disease_codes,AK083,"[""(양방)잔류치근""]",12635,22397
unique_disease_codes,AL299,"[""(양방)상세불명의 가려움""]",12565,28852
unique_disease_codes,AR529,"["""",""(양방)상세불명의 통증""]",12561,26569
unique_disease_codes,AH019,"[""(양방)눈꺼풀의 상세불명 염증""]",12508,26579
unique_disease_codes,AM654,"[""(양방)요골붓돌기힘줄윤활막염[드퀘르벵]""]",12506,47893
unique_disease_codes,AN46,"[""(양방)남성불임""]",12438,29694
unique_disease_codes,AA084,"[""(양방)상세불명의 바이러스성 장감염""]",12436,24686
unique_disease_codes,AM5312,"[""(양방)경추상완증후군 경부"",""(양방)경추상완증후군, 경부"",""""]",12383,44506
unique_disease_codes,AZ3483,"[""(양방)기타 정상임신의 관리 임신 37주 이상 ~ 42주 미만"","""",""(양방)기타 정상임신의 관리, 임신 37주 이상 ~ 42주 미만""]",12374,23794
unique_disease_codes,AK528,"[""(양방)기타 명시된 비감염성 위장염 및 결장염""]",12372,23701
unique_disease_codes,AR111,"["""",""(양방)구역""]",12354,21353
unique_disease_codes,AK591,"[""(양방)기능성 설사""]",12320,21058
unique_disease_codes,AM2553,"[""(양방)관절통, 아래팔"",""(양방)관절통 아래팔""]",12312,34909
unique_disease_codes,AS5348,"[""(양방)팔꿈치의 기타 부분의 염좌 및 긴장"",""""]",12284,34916
unique_disease_codes,BU303,"[""(한방)항강(項强)""]",12273,34429
unique_disease_codes,AL600,"[""(양방)내향성 손발톱"",""""]",12263,51062
unique_disease_codes,AL639,"[""(양방)상세불명의 원형 탈모증""]",12235,81366
unique_disease_codes,AG430,"[""(양방)조짐이 없는 편두통[일반편두통]""]",12201,48168
unique_disease_codes,AR060,"[""(양방)호흡곤란"",""""]",12152,22578
unique_disease_codes,AG448,"[""(양방)기타 명시된 두통증후군""]",12048,28359
unique_disease_codes,AK025,"[""(양방)치수노출이 있는 우식""]",12043,37425
unique_disease_codes,AM7793,"[""(양방)상세불명의 골부착부병증, 아래팔"",""(양방)상세불명의 골부착부병증 아래팔""]",12034,35937
unique_disease_codes,AL0300,"[""(양방)손가락의 연조직염""]",11991,28690
unique_disease_codes,AS6361,"[""(양방)손의 지골간(관절)의 염좌 및 긴장""]",11963,24524
unique_disease_codes,AK0117,"[""(양방)하악대구치의 매복"",""""]",11924,14851
unique_disease_codes,AZ988,"[""(양방)기타 명시된 수술후 상태"",""""]",11918,30027
unique_disease_codes,AF432,"[""(양방)적응장애""]",11914,78765
unique_disease_codes,AR040,"[""(양방)코피""]",11738,25633
unique_disease_codes,AJ041,"["""",""(양방)급성 기관염""]",11667,25494
unique_disease_codes,AK0763,"[""(양방)달리 분류되지 않은 턱관절의 통증""]",11653,22040
unique_disease_codes,AS9250,"[""(양방)기타 발가락의 골절 폐쇄성"","""",""(양방)기타 발가락의 골절, 폐쇄성""]",11639,53271
unique_disease_codes,AM6586,"[""(양방)기타 윤활막염 및 힘줄윤활막염, 아래다리"",""(양방)기타 윤활막염 및 힘줄윤활막염 아래다리""]",11572,33402
unique_disease_codes,AM7797,"["""",""(양방)상세불명의 골부착부병증, 발목 및 발"",""(양방)상세불명의 골부착부병증 발목 및 발""]",11536,31717
unique_disease_codes,AL301,"[""(양방)발한이상[한포(汗疱)]"",""""]",11509,32875
unique_disease_codes,AR102,"[""(양방)골반 및 회음부 통증"",""""]",11427,21626
unique_disease_codes,AG438,"[""(양방)기타 편두통""]",11419,33629
unique_disease_codes,AZ719,"["""",""(양방)상세불명의 상담을 위해 보건서비스와 접하고 있는 사람""]",11352,17081
unique_disease_codes,AS5349,"[""(양방)팔꿈치의 상세불명 부분의 염좌 및 긴장""]",11307,32328
unique_disease_codes,BM79110,"[""(한방)근근막통증후군 어깨부분"",""(한방)근근막통증후군, 어깨부분""]",11273,37655
unique_disease_codes,AM759,"["""",""(양방)상세불명의 어깨병변""]",11225,39510
unique_disease_codes,AH600,"[""(양방)외이의 농양""]",11137,27472
unique_disease_codes,AM4786,"["""",""(양방)기타 척추증 요추부"",""(양방)기타 척추증, 요추부""]",11059,43275
unique_disease_codes,AL0290,"[""(양방)상세불명의 피부농양"",""""]",11003,27637
unique_disease_codes,AG4730,"[""(양방)폐색성 수면무호흡""]",11002,52292
unique_disease_codes,AZ480,"["""",""(양방)외과적 드레싱 및 봉합에 대한 관리를 위하여 보건서비스와 접하고 있는 사람""]",11000,19295
unique_disease_codes,AS0252,"[""(양방)법랑질만의 파절""]",10960,12055
unique_disease_codes,AR030,"[""(양방)고혈압의 진단 없이 혈압수치 상승""]",10931,16709
unique_disease_codes,AS9340,"[""(양방)발목 삼각(인대)의 염좌 및 긴장""]",10897,27266
unique_disease_codes,AJ383,"[""(양방)성대의 기타 질환"",""""]",10885,26509
unique_disease_codes,AK758,"["""",""(양방)기타 명시된 염증성 간질환""]",10819,36800
unique_disease_codes,AK081,"[""(양방)사고, 추출 또는 국한성 치주병에 의한 치아상실"",""(양방)사고 추출 또는 국한성 치주병에 의한 치아상실""]",10814,29616
unique_disease_codes,AA630,"[""(양방)항문생식기의(성병성) 사마귀""]",10759,31955
unique_disease_codes,AH5228,"[""(양방)기타 및 상세불명의 난시""]",10756,18923
unique_disease_codes,AI839,"[""(양방)궤양 또는 염증이 없는 하지의 정맥류""]",10717,41445
unique_disease_codes,AM6597,"[""(양방)상세불명의 윤활막염 및 힘줄윤활막염, 발목 및 발"",""(양방)상세불명의 윤활막염 및 힘줄윤활막염 발목 및 발""]",10642,29091
unique_disease_codes,AH66000,"[""(양방)자발적 고막파열을 동반하지 않은 급성 화농성 중이염 한쪽 또는 상세불명"",""(양방)자발적 고막파열을 동반하지 않은 급성 화농성 중이염, 한쪽 또는 상세불명""]",10619,27753
unique_disease_codes,AL5088,"[""(양방)기타 두드러기""]",10619,24586
unique_disease_codes,AN951,"[""(양방)폐경 및 여성의 갱년기상태""]",10597,72746
unique_disease_codes,AM4796,"[""(양방)상세불명의 척추증, 요추부"","""",""(양방)상세불명의 척추증 요추부""]",10568,42858
unique_disease_codes,AH6690,"[""(양방)상세불명의 중이염, 한쪽 또는 상세불명"",""(양방)상세불명의 중이염 한쪽 또는 상세불명""]",10516,25290
unique_disease_codes,AJ0101,"[""(양방)재발성 급성 상악동염""]",10457,27435
unique_disease_codes,AR070,"[""(양방)목구멍의 통증"",""""]",10327,21675
unique_disease_codes,AS0253,"[""(양방)치수침범이 없는 치관의 파절"",""""]",10281,13673
unique_disease_codes,AK2591,"[""(양방)출혈 또는 천공이 없는 급성인지 만성인지 상세불명인 위궤양""]",10188,22994
unique_disease_codes,AL032,"[""(양방)얼굴의 연조직염""]",10175,24173
unique_disease_codes,AS901,"[""(양방)발톱의 손상이 없는 발가락의 타박상"",""""]",10114,16756
unique_disease_codes,AS9342,"[""(양방)경골비골(인대)의 염좌 및 긴장""]",10075,27485
unique_disease_codes,AK0310,"[""(양방)치아의 쐐기결손 NOS""]",10059,13974
unique_disease_codes,AJ0191,"[""(양방)재발성 상세불명의 급성 부비동염""]",10030,27854
unique_disease_codes,BS6358,"[""(한방)손목의 기타 부분의 염좌 및 긴장""]",9989,29636
unique_disease_codes,AM2550,"[""(양방)관절통 여러 부위"",""(양방)관절통, 여러 부위""]",9935,21906
unique_disease_codes,AF900,"[""(양방)활동성 및 주의력 장애""]",9925,138041
unique_disease_codes,AG560,"[""(양방)손목터널증후군"",""""]",9920,42423
unique_disease_codes,AL080,"[""(양방)농피증""]",9888,24923
unique_disease_codes,AH601,"[""(양방)외이의 연조직염""]",9850,22422
unique_disease_codes,AS801,"["""",""(양방)아래다리의 기타 및 상세불명 부분의 타박상""]",9843,19743
unique_disease_codes,AM5429,"[""(양방)경추통 상세불명의 부위"",""(양방)경추통, 상세불명의 부위"",""""]",9826,33073
unique_disease_codes,AL049,"[""(양방)상세불명의 급성 림프절염""]",9774,21830
unique_disease_codes,AK0539,"["""",""(양방)상세불명의 만성 치주염""]",9768,20912
unique_disease_codes,AM79180,"[""(양방)근근막통증후군, 기타 부분"",""(양방)근근막통증후군 기타 부분""]",9756,27719
unique_disease_codes,AJ020,"[""(양방)연쇄알균인두염""]",9675,22784
unique_disease_codes,AK0380,"[""(양방)민감상아질""]",9669,13361
unique_disease_codes,AM6593,"[""(양방)상세불명의 윤활막염 및 힘줄윤활막염, 아래팔"",""(양방)상세불명의 윤활막염 및 힘줄윤활막염 아래팔""]",9656,27006
unique_disease_codes,AN921,"["""",""(양방)불규칙적 주기를 가진 과다 및 빈발 월경""]",9598,17163
unique_disease_codes,AC73,"[""(양방)갑상선의 악성 신생물""]",9568,116754
unique_disease_codes,AM6594,"[""(양방)상세불명의 윤활막염 및 힘줄윤활막염, 손"",""(양방)상세불명의 윤활막염 및 힘줄윤활막염 손""]",9567,25169
unique_disease_codes,AN739,"[""(양방)상세불명의 여성골반염증질환"",""""]",9505,23785
unique_disease_codes,AH6030,"[""(양방)미만성 외이도염""]",9427,23286
unique_disease_codes,AT150,"["""",""(양방)각막의 이물""]",9416,20519
unique_disease_codes,AT784,"[""(양방)상세불명의 알레르기""]",9413,18261
unique_disease_codes,AS913,"[""(양방)발의 기타 부분의 열린상처""]",9398,25735
unique_disease_codes,AZ008,"[""(양방)기타 일반검사"",""""]",9359,10205
unique_disease_codes,AL282,"[""(양방)기타 가려움발진""]",9334,24420
unique_disease_codes,AM7794,"["""",""(양방)상세불명의 골부착부병증, 손"",""(양방)상세불명의 골부착부병증 손""]",9326,24161
unique_disease_codes,AN979,"[""(양방)상세불명의 여성불임"",""""]",9311,89218
unique_disease_codes,AN10,"[""(양방)급성 세뇨관-간질신장염""]",9310,28314
unique_disease_codes,AH8138,"[""(양방)기타 말초성 현기증"",""""]",9259,20507
unique_disease_codes,AH819,"[""(양방)전정기능의 상세불명 장애""]",9253,22202
unique_disease_codes,AH810,"[""(양방)메니에르병""]",9249,34581
unique_disease_codes,AR91,"[""(양방)폐의 진단영상검사상 이상소견"",""""]",9247,19797
unique_disease_codes,AH1613,"[""(양방)점상각막염""]",9243,22372
unique_disease_codes,AL088,"["""",""(양방)피부 및 피하조직의 기타 명시된 국소감염""]",9196,20638
unique_disease_codes,AD251,"[""(양방)자궁의 벽내 평활근종""]",9175,21016
unique_disease_codes,AM224,"[""(양방)무릎뼈의 연골연화""]",9172,26985
unique_disease_codes,AM7796,"[""(양방)상세불명의 골부착부병증 아래다리"",""(양방)상세불명의 골부착부병증, 아래다리"",""""]",9076,25978
unique_disease_codes,AL0301,"[""(양방)발가락의 연조직염""]",9071,23028
unique_disease_codes,AG479,"[""(양방)상세불명의 수면장애""]",9070,56326
unique_disease_codes,AS6360,"["""",""(양방)중수지골(관절)의 염좌 및 긴장""]",9030,18319
unique_disease_codes,AS0254,"[""(양방)치수침범이 있는 치관의 파절""]",8993,24545
unique_disease_codes,AS233,"[""(양방)흉추의 염좌 및 긴장"",""""]",8983,20960
unique_disease_codes,AJ3848,"[""(양방)기타 후두부종""]",8969,21070
unique_disease_codes,AH605,"[""(양방)급성 비감염성 외이도염"",""""]",8959,20195
unique_disease_codes,AS008,"["""",""(양방)머리의 기타 부분의 표재성 손상""]",8915,17607
unique_disease_codes,BM759,"[""(한방)상세불명의 어깨병변""]",8893,33952
unique_disease_codes,BM2551,"[""(한방)관절통, 어깨부분"",""(한방)관절통 어깨부분""]",8879,36025
unique_disease_codes,AL501,"["""",""(양방)특발성 두드러기""]",8875,23998
unique_disease_codes,AN800,"[""(양방)자궁의 자궁내막증""]",8861,27177
unique_disease_codes,AJ0140,"[""(양방)재발성으로 명시되어 있지 않은 급성 범부비동염""]",8850,21914
unique_disease_codes,AN832,"[""(양방)기타 및 상세불명의 난소낭"",""""]",8834,20020
unique_disease_codes,AE149,"[""(양방)합병증을 동반하지 않은 상세불명의 당뇨병"",""""]",8821,78097
unique_disease_codes,AH3588,"[""(양방)기타 명시된 망막장애""]",8804,19770
unique_disease_codes,AD649,"[""(양방)상세불명의 빈혈""]",8799,18472
unique_disease_codes,AM5455,"[""(양방)요통, 흉요추부"",""(양방)요통 흉요추부""]",8791,25758
unique_disease_codes,AZ209,"[""(양방)상세불명의 전염성 질환에 접촉 및 노출"",""""]",8760,21155
unique_disease_codes,AM79100,"[""(양방)근근막통증후군, 여러 부위"",""(양방)근근막통증후군 여러 부위""]",8750,24014
unique_disease_codes,AS619,"["""",""(양방)손목 및 손의 상세불명 부분의 열린상처""]",8750,22138
unique_disease_codes,AM4726,"[""(양방)신경뿌리병증을 동반한 기타 척추증, 요추부"",""(양방)신경뿌리병증을 동반한 기타 척추증 요추부""]",8712,38004
unique_disease_codes,AN840,"[""(양방)자궁체부의 폴립""]",8691,23183
unique_disease_codes,AH526,"[""(양방)굴절의 기타 장애""]",8686,16184
unique_disease_codes,BJ00,"[""(한방)급성 비인두염[감기]""]",8666,18455
unique_disease_codes,AN920,"[""(양방)규칙적 주기를 가진 과다 및 빈발 월경"",""""]",8664,15370
unique_disease_codes,AL701,"[""(양방)응괴성 여드름""]",8544,32528
unique_disease_codes,AS011,"[""(양방)눈꺼풀 및 눈주위의 열린상처""]",8537,26103
unique_disease_codes,AM518,"[""(양방)기타 명시된 추간판장애""]",8536,32131
unique_disease_codes,AT009,"[""(양방)상세불명의 여러 부위의 표재성 손상""]",8527,17711
unique_disease_codes,AJ108,"[""(양방)계절성 인플루엔자바이러스가 확인된 기타 증상을 동반한 인플루엔자"","""",""(양방)계절성 인플루엔자바이러스가 확인된, 기타 증상을 동반한 인플루엔자""]",8406,14499
